,user.id,venue.id,venue.categories
0,25184784,5b3f5dbf5c6838002c50ace1,Fish Market
1,25184784,58e361999f8b860f40ebdf49,Food & Drink Shop
2,25184784,4dc6f5e7d164eb9ca0152450,Church
3,25184784,4e51769562e14b77e3b8aa2a,Park
4,25184784,4f8a9b94e4b0b1c4b0d053fc,Home (private)
5,25184784,58724e1dac329156c7ca8566,Fast Food Restaurant
6,25184784,538c6c26498ef911b52f1b79,Housing Development
7,25184784,4ee351779adf3982fe5e5511,Liquor Store
8,25184784,52e681c0498e85424fb19252,Restaurant
9,25184784,4fe72edce4b09fd374080fc5,Parking
10,25184784,587a758c16f0004ec884b882,Burger Joint
11,25184784,57b48d3d498e61b5a89211d1,Theme Park Ride \/ Attraction
12,25184784,5024044be4b03cb31c95587b,Home (private)
13,25184784,4fa2b18ee4b0bd954f16a5f3,Home (private)
14,25184784,512279a1e4b07e643d96be07,Bank
15,25184784,58c6e990c30f7914d336a3ad,Home (private)
16,25184784,4e4d36ae149563bcf30b0b84,Toy \/ Game Store
17,25184784,515c44fce4b05af088ddd7e0,Butcher
18,25184784,5655b905498e5e1869613dc8,Miscellaneous Shop
19,25184784,557ed1fc498e133c3206dcff,Boutique
20,25184784,4f89c664e4b04a075ef5165d,Home (private)
21,25184784,4ea4144fb80355a9826abfb7,Coffee Shop
22,25184784,548482ec498e9751c411c813,Dessert Shop
23,25184784,4f87458ae4b002b90946022e,Home (private)
24,25184784,53834c32498e871d4be4f03d,Candy Store
25,25184784,51d4436e498ed55480591c62,Snack Place
26,25184784,4dbf8cec0cb6f21c12756b6e,Post Office
27,25184784,586e987d45c3ed0998928027,Restaurant
28,25184784,506838aee4b0cdb2307b6ce4,Kids Store
29,25184784,51d7f30d498ebc1f870f6958,Toy \/ Game Store
30,25184784,4f43591ae4b0bf8742fcc7f8,Toy \/ Game Store
31,25184784,4d9fd5ae2305a35dfb38c0af,Road
32,25184784,4f8d820de4b0e5ed7829a404,Scenic Lookout
33,25184784,4fddeef3e4b070b1a5c933a7,Road
34,25184784,5084e20ee4b0354c5aefea86,Village
35,25184784,53397d39498e4cca4e1b8a43,Village
36,25184784,545c1397498edbbeb931d3b5,Home (private)
37,25184784,4c6aa2cb899cb713f94c8184,City
38,25184784,56e432eccd102122acd1b7aa,Baby Store
39,25184784,51090153e4b0ff06a8eded3e,Clothing Store
40,25184784,4ffede71e4b0319bcd66b17d,Home (private)
41,25184784,52d40dca11d27d1dc5241254,Road
42,25184784,4e0db61b45ddc2c6d16fe862,Cave
43,25184784,5018cb50e4b05e7684bbf33c,Campground
44,25184784,54fc3454498e4db36777c632,Ski Area
45,25184784,501e34e9e4b035a220a2b481,Mountain
46,25184784,52ca775b498edf10c78009a8,Mountain
47,25184784,5888a8b6f68d8d3b4d70a636,Nature Preserve
48,25184784,4fd35612e4b09c165723d2a9,Campground
49,25184784,51289f95e4b01eb92b921d14,Mountain
50,25184784,546769bc498e4869dab6b126,Mountain
51,25184784,56c0518bcd105d826353f16b,Restaurant
52,25184784,4ff6800de4b0f1c6183ab01b,River
53,25184784,4f8556c6bb3d670e74b033d6,Village
54,25184784,500a5c62e4b08ffd59796787,Bridge
55,25184784,5012c170e4b0b186e425610c,Department Store
56,25184784,5460f7c2498e64fe6eee8c62,Massage Studio
57,25184784,4facf148e4b054e6d96997d8,Hotel
58,25184784,4f9180f7e4b0935b826a2ee0,Village
59,25184784,51bbfa77498e60d2c3b36ee4,Campground
60,25184784,4f9fc0cfe4b0743303cf350a,Waterfall
61,25184784,4d3d2f49457cb60c45e0f5a4,Resort
62,25184784,57a731d0498e6c05088d022d,Restaurant
63,25184784,52f5d4c4498e3c2f94a4aeb6,Arcade
64,25184784,4e5cb6fe88775cde7b4726db,Steakhouse
65,25184784,56db2568cd1020ad838b473b,New American Restaurant
66,25184784,4e4a12abaeb7de71b3924ddb,Pharmacy
67,25184784,55dc6e53498ed2b87057031c,Pharmacy
68,25184784,4f5caa8be4b09f0f98e5cedd,Pharmacy
69,25184784,51194253e4b02eba02adb4f3,Plaza
70,25184784,52bdb535498e8c440e6e0cfe,River
71,25184784,5190f29a498e9e7606ec7118,Trail
72,25184784,4d725d405f0037042bcbdea0,Village
73,25184784,4f7c624ae4b0dc29a67c0cf6,Reservoir
74,25184784,535ca96f11d216d65ae1bb8f,River
75,25184784,4faa7006e4b0328fbeb1c33a,Police Station
76,25184784,55f401be498ef0959320e1e1,Baby Store
77,25184784,56166525498ef3d2d5b12642,Fabric Shop
78,25184784,4cf153341c158cfae02ed0b5,Grocery Store
79,25184784,55d87b5e498e2156faeca9a7,Bookstore
80,25184784,53d10515498e5d6241c8f5ff,Outdoor Sculpture
81,25184784,53c7f2a2498ec76f646f659e,Forest
82,25184784,4f0605ec8b81bb1b032c31a7,Pool Hall
83,25184784,4f421d77e4b062d5cd71da1d,Boutique
84,25184784,5267da5911d2326e463a28ad,Boutique
85,25184784,4ef1f224d3e3e38057b6525a,Electronics Store
86,25184784,4fc5ffc1e4b0f1d460ddc662,Kids Store
87,25184784,4d8ca53ed00a6ea872ec8e4f,Toy \/ Game Store
88,25184784,546230cd498e6f99835e97ec,Miscellaneous Shop
89,25184784,5241cc2f498e184666f90503,Other Great Outdoors
90,25184784,517d6c0ce4b0b90d5712789d,Eastern European Restaurant
91,25184784,535bb3e1498ec6eb767a38a0,Beach
92,25184784,4d9f28a58ef3a143538d8c10,Road
93,25184784,51a0a178498efb00cdc7f0e4,Harbor \/ Marina
94,25184784,4d69024067a8f04dcaf507be,Hotel
95,25184784,500c037ae4b0e95404da0728,Beach
96,25184784,4fd49e15e4b02c7fc47a0da7,Rest Area
97,25184784,53f47cff498eef780b620647,Boutique
98,25184784,558d8d87498e8134c895c222,Restaurant
99,25184784,4e6215cdd4c06542aac6df97,Government Building
100,25184784,4d84806c7e8ef04db93e0cbe,Plaza
101,25184784,4ffb04a8e4b0734a7c467e25,Plaza
102,25184784,4fbb8aa1e4b0c7f68a855546,Bookstore
103,25184784,4e6617bfa80951b31a081cf0,Boutique
104,25184784,4f268e22e4b0e12083b060bb,Photography Lab
105,25184784,4c5a816bd3aee21e43da6a55,Park
106,25184784,4c66381d9cb82d7f2c3290d2,Toy \/ Game Store
107,25184784,50f96f28e4b0a831d98da557,Plaza
108,25184784,4f562608e4b0b51e1cfa1a49,Furniture \/ Home Store
109,25184784,4de39d891f6e3190cd2aff5c,Village
110,25184784,52bfeb2b498eb325804afc78,Plaza
111,25184784,53e60849498e4d22b9475441,Butcher
112,25184784,4c25a064136d20a18c05e461,Zoo
113,25184784,4da858910cb65e9aae65973a,Plaza
114,25184784,4f426440e4b0c868df8bc668,Plaza
115,25184784,511d30fde4b03ef234436514,Café
116,25184784,4e02e1e6d22d034599ed64db,Farmers Market
117,25184784,50336940e4b06d7f09d90c0c,Sushi Restaurant
118,25184784,4cc0519200d83704c4ae495c,Theater
119,25184784,4c0df5f97189c92815c8d7b6,Farmers Market
120,25184784,514fbf0be4b02f9b09c2617c,Bridge
121,25184784,522f7e9c11d29dcb43887345,Garden
122,25184784,4c9e104d0e9bb1f77b33e35f,Fountain
123,25184784,54eb2cda498e1b6dac517bf1,Boutique
124,25184784,4ce55a85ca41236abed17b4b,Paper \/ Office Supplies Store
125,25184784,5124aa17e4b09d7dd96c4186,Pet Store
126,25184784,53ab0dc8498e1b4922fe5aeb,Restaurant
127,25184784,4f80582fe4b05d42de042ef3,Park
128,25184784,4c9a318878fc236a86613397,Italian Restaurant
129,25184784,503a6f01e4b0d0d56b4fa589,Bridge
130,25184784,4de106e022713271e2c212c8,Restaurant
131,25184784,4c4c0e7446240f47b8d432f4,Waterfront
132,25184784,4ebe74d1b803bca7dd9f4c13,Electronics Store
133,25184784,53e60ad1498e8d1119f9d075,Electronics Store
134,25184784,4ea2b65b7ee52a35dcff91f3,Electronics Store
135,25184784,4c94c99b94a0236a6c8b8f12,Hardware Store
136,25184784,4f5ecfd7e4b01e3f06359ab2,Bridge
137,25184784,4ed0dcc88231b9ef89137c8a,Road
138,25184784,4f8d7b33e4b013d9a53bfe01,French Restaurant
139,25184784,558178e6498eda267d67c84a,Salon \/ Barbershop
140,25184784,4c3c51bc7d00d13af0ae3850,Shopping Mall
141,25184784,4e4fa52245ddff0031c23c6d,Hardware Store
142,25184784,50f660d0e4b080875ce95d0e,Plaza
143,25184784,4e91c0b5f79014e2cf0160a1,Shopping Mall
144,25184784,4e3f727c1838cb1b830bf86c,Fast Food Restaurant
145,25184784,4c3afe4e1a1cd13a4691b50d,Shopping Mall
146,25184784,4cbbd6a5c7228cfa115820ce,Plaza
147,25184784,4fc9fb27e4b0980cf103c19c,Bridge
148,25184784,534ff028498e1e5a840c9d7e,Dessert Shop
149,25184784,51a4d4d5498e1831244d41bd,Cupcake Shop
150,25184784,4c4c45cc9c8d2d7f4c2f2d6c,Supermarket
151,25184784,53b2ae7d498e7b9f40e32b0d,Farmers Market
152,25184784,4c4711600f5aa593b6957c76,Park
153,25184784,538b3017498e7b711dd796d6,Restaurant
154,25184784,4f6e1c94e4b01d94fd4cf1f8,Parking
155,25184784,51adbb52498e1715a76f307a,Jewelry Store
156,25184784,538f0857498e98c029bb04ea,Watch Shop
157,25184784,55267e76498e3b4256b43154,Café
158,25184784,4f495775e4b0a69abd39b08e,Bridge
159,25184784,4f4a1f4ee4b092e0caaae57f,Waterfront
160,25184784,4f5b61b5e4b026f4c53b0008,Tennis Court
161,25184784,555624c1498e7c6f82cfd13f,Italian Restaurant
162,25184784,5308df01498eaf4d716c6b33,Fast Food Restaurant
163,25184784,4e748c52483b0cf5ec5344f7,Historic Site
164,25184784,4fc737b8e4b04e646d2df9c1,Flower Shop
165,25184784,525946e7498e7c8fbe926b43,Market
166,25184784,4cffcc2c2685a35d0f5bc590,German Restaurant
167,25184784,543e20b7498e6e2ec8eae8bf,Electronics Store
168,25184784,5180ea9b498ecdc78ed1c3fd,Café
169,25184784,544bf0ca498ee019d1727665,Sushi Restaurant
170,25184784,552ed02d498e4b7428039ba6,BBQ Joint
171,25184784,547b490d498e21f8cc275972,Garden Center
172,25184784,4fae3beae4b078fd5b0430db,Pet Store
173,25184784,53aa78e7498e89b50209f8b9,Furniture \/ Home Store
174,25184784,4f33a586e4b0d59eede2b5f0,Plaza
175,25184784,4c1a5e978b3aa593187f955f,Gastropub
176,25184784,5280e5b511d2f6cb22e447dd,Butcher
177,25184784,4fe9ff8ee4b0706aa941d651,Jewelry Store
178,25184784,50abb2fde4b049a77372c889,Jewelry Store
179,25184784,4e4fa00aae6051db8dce1572,Furniture \/ Home Store
180,25184784,503a454de4b04042f62ec023,Plaza
181,25184784,4e7dbfc4722e5657698653fe,Plaza
182,25184784,4fc60997e4b09c44d209a9ff,Plaza
183,25184784,53428cd7498ed0ac7dfe05fe,Tailor Shop
184,25184784,4c25eea5f1272d7f019685c5,Market
185,25184784,5577024d498efff8463cec1f,Furniture \/ Home Store
186,25184784,4d4d5a961a2d721e2d36961d,Restaurant
187,25184784,4f5609f1e4b03c26b4bc9e6e,Furniture \/ Home Store
188,25184784,4ca60b4197c8a1cd1d5a6ca5,Ice Cream Shop
189,25184784,4be680a778e8952128c364ce,American Restaurant
190,25184784,4cbdc5217148f04d2de6eeab,Diner
191,25184784,4dbad8636a23e294ba051109,Lounge
192,25184784,4c682abe9ad676b03d1f24ae,Café
193,25184784,4d71dde45838a0936fc902db,Restaurant
194,25184784,4d9732ca97d06ea80318150b,Eastern European Restaurant
195,25184784,50f50664e4b05f2e6600cf7c,Restaurant
196,25184784,4d9dcce67958f04da7e21dfa,Restaurant
197,25184784,50af9b10e4b01aeaf31f5717,Restaurant
198,25184784,4fff21e2e4b0f1ba28c83bb4,Eastern European Restaurant
199,25184784,4dd28b80227159fef24d3305,Eastern European Restaurant
200,25184784,509b9cbc498e0d95ea0e2ff3,New American Restaurant
201,25184784,4e5ccd4e1495cac4193dcd09,Italian Restaurant
202,25184784,51a7636d498ee0057ccc2522,Fast Food Restaurant
203,25184784,4f1156ace4b0044a2314b697,Dessert Shop
204,25184784,4fd627fce4b09ba569335b54,Cajun \/ Creole Restaurant
205,25184784,4fbb7f51e4b0b67c86338a52,Winery
206,25184784,502f68d9e4b09116a139bb09,Wine Shop
207,25184784,4e034e72483bb38cf0f267c1,Italian Restaurant
208,25184784,4e3449468877beb5e99f0eb9,Restaurant
209,25184784,4f9ed678e4b0739758d4d91a,Lounge
210,25184784,51bc344d498ebcce4b3d2ef8,Winery
211,25184784,4bebc8949fa3ef3b8a4580c9,Coffee Shop
212,25184784,4dac426b0cb6a89c629314ce,Restaurant
213,25184784,4d846f0e61676dcbcb3272e4,Restaurant
214,25184784,4dbc1bde4b222080d3885112,American Restaurant
215,25184784,4dc52bf718387d1bd535dbc3,Restaurant
216,25184784,4e1b34f5b0fb59954d3e820f,Restaurant
217,25184784,4c355d33a0ced13ad8ca196e,Café
218,25184784,4f184870e4b01130e7d562e4,Coffee Shop
219,25184784,4c8a2d8252a98cfacf012ae9,Italian Restaurant
220,25184784,4bf0338ed4f70f470b9a390f,Coffee Shop
221,25184784,509268ece4b0487f2a626e50,Restaurant
222,25184784,5232fb8211d2ca05f38c6f73,German Restaurant
223,25184784,4e8dd3484690501c9d94e10f,Asian Restaurant
224,25184784,4d88e8b9401a224b38ee8118,Fast Food Restaurant
225,25184784,4f61d4afe4b0a9d09163d424,Café
226,25184784,4adcda55f964a520f24221e3,Seafood Restaurant
227,25184784,4c5ffa77b6f3be9a682c5e73,Cafeteria
228,25184784,4c435a44dd1f2d7f575d7ef9,Mediterranean Restaurant
229,25184784,4baf3c36f964a520b8f23be3,Art Museum
230,25184784,4adcda4ef964a520524021e3,American Restaurant
231,25184784,4adcda50f964a520634121e3,Zoo
232,25184784,4adcda50f964a5203e4121e3,Aquarium
233,25184784,4bb8682c314e9521f26c489d,Fast Food Restaurant
234,25184784,52eb6947498e3b7674b35104,Restaurant
235,25184784,5005bf78e4b04fafc18ec198,Gas Station
236,25184784,5270c5d511d2b9ffc67d7e2e,Gas Station
237,25184784,4daad1ef1e72c1ab9bfc6a17,Shopping Mall
